Customer Name,Gender,Quantity,Price,City,State,Phone,Email,Zincode,Product,Category,Dealer,Discount,Coupon Code,Date of Order,Date of Delivery,Order ID,Product ID,Order Status,Payment Method,Shipping Fee,Customer Feedback,Returns,Refund Amount,Loyalty Points
Brittney Martin,Men,-5,,West Monica,Alabama,833-489-1674x108,,72710,million,Electronics,"Wright, Williams and Kaufman",10%,DISCOUNT,2022-03-02,2023-04-24,28bd2ca8-e9dc-44bd-b217-78ee587a5123,7802900759155,Pending,Credit Card,10.0,,,-1,200
Andrew Williams,Female,three,49.95,West Laurenfort,Wisconsin,123-abc-7890,,85365,store,Other,Vasquez-Ford,,12345,2023-03-30,2022-09-17,592c7f40-cf93-4a21-9b62-a91575ebd07b,1338235888346,Cancelled,Credit Card,10.0,Bad,no,10.0,100
Ashley Tran,F,1000,,Griffinside,Arkansas,123-abc-7890,not-an-email,99256,mouth,Clothing,Williams-Robinson,5,DISCOUNT,2023-09-08,2024-04-02,4ede5434-77fb-4478-9e1e-701750ca75f7,2614525783942,Pending,,free,,0,10.0,200
Benjamin Nguyen,Men,1000,20$,Cummingsmouth,West Virginia,,,ABCDE,anything,,"Thompson, Garcia and Miller",,12345,2022-01-25,2022-01-12,130ea9ab-cf1e-489d-b0f5-c166394993b6,4310219940179,Cancelled,Credit Card,free,,,10.0,100
Catherine Thomas,Male,1,,West Michael,Nebraska,123-abc-7890,,59543,since,Food,"Nunez, Blake and Wilson",,SAVE10,2023-10-09,2022-11-18,4c98b481-c4f3-4b43-bb0f-62839cf08863,0278211656785,Pending,,free,,,10.0,100
Kristen Kelly,Male,1,100000,Evansmouth,Montana,123-abc-7890,mschwartz@little.com,81641,court,,Monroe-Brown,5,,2022-03-27,2022-09-19,1ce484d0-9495-4d98-83b9-7bbfe04097ef,6217059312488,Pending,Bank Transfer,free,,yes,0.0,100
Nicole Phillips,,-5,19.99,West Benjaminton,Indiana,123-abc-7890,,,prove,Clothing,Snyder PLC,10%,12345,2023-11-28,2022-08-01,05970a7a-4728-43a7-bf5f-c17ba15bcd74,8807966292690,,Bank Transfer,free,Good,,-1,
Tammy Peters,M,3,,East Amandaberg,Missouri,,,ABCDE,boy,Clothing,Douglas-Maxwell,,,2023-07-20,2024-03-08,15b0e3ed-2a88-4ee0-9b26-c31927fbbb7e,5992054660673,,Credit Card,0,Good,,,two hundred
Kerry Chan,Female,10,,Davenporttown,Alabama,,not-an-email,,hear,Clothing,Mejia-Adams,10%,SAVE10,2022-11-10,2024-12-29,e1f3a94b-7e80-45ea-bf58-b7c5f76c86cf,5635305982222,Cancelled,Credit Card,,Average,no,0.0,200
Amy Baker,,5,,Dunnhaven,South Carolina,+1-972-664-9574x041,bhall@hotmail.com,ABCDE,notice,Food,Riggs-Andersen,10%,SAVE10,2023-09-30,2023-02-08,436bf5ef-a4cb-4f39-a09f-cb5bdf835518,9837529661693,,,,Good,,5.0,200
Daniel Collins,,3,-10,East Melissa,Florida,,,,however,Electronics,"Johns, George and Carter",10,,2023-05-26,2024-01-05,721f8011-adff-48da-9747-20c87902f86b,2959343744059,Delivered,Credit Card,,,,10.0,200
Rachel Peterson,M,3,0,Richardfort,New Mexico,894.080.4711,,02664,clearly,,Bishop Group,5,SAVE10,2023-09-10,2024-11-16,ddab2dd1-8dd9-458c-8235-ef222a68f173,6208221375349,,,free,Average,,10.0,100
Brian Daniels,Women,5,19.99,Sandraton,Alaska,,,60287,explain,,"White, Hunt and Oliver",10%,,2023-10-01,2024-01-09,acec577a-c4c6-4b22-8b5c-0dfc80aa3c91,5297387848751,,PayPal,,Bad,no,10.0,100
Emily Williams,Male,2,49.95,Port Brianfort,New Hampshire,123-abc-7890,not-an-email,,keep,Food,Jordan-Ramirez,10,,2022-09-13,2024-08-27,d23de6d3-a7e6-468c-bf62-bb97699b9868,6188430470076,,PayPal,free,Bad,no,-1,200
Ryan King,,,,Port Stacyton,Pennsylvania,,,,describe,,Spencer and Sons,5,DISCOUNT,2023-11-09,2024-02-23,280dff36-848f-4aae-89f4-0e2b07b91860,7217053994726,,Credit Card,5.99,Good,1,10.0,200
Lori Murray,Male,1,49.95,Ramosburgh,New Hampshire,,,75159,west,Electronics,Brown Group,10%,12345,2023-04-21,2023-08-03,d863e5b3-5a76-4858-bcb6-843ee0efd1c2,4634251392599,Delivered,,,,,5.0,200
Ashley Harmon,M,2,,Port Heather,Iowa,123-abc-7890,,,building,,Jones-Powers,,DISCOUNT,2023-10-30,2022-01-15,28378fb9-a09f-4001-b51f-d6ad9b4d28c3,6023776333848,,,10.0,Average,no,5.0,100
Seth Riggs,Men,10,0,Melissaview,Montana,123-abc-7890,,ABCDE,though,Other,"Collier, Lee and Sims",,,2023-02-22,2023-12-17,1e549c18-4990-483b-8af0-d511c103a871,2000100340776,,Bank Transfer,free,,,,two hundred
Alexis Allen,Women,-5,,West Jamiefurt,Florida,(007)261-7566x5246,,,operation,Food,"Hughes, Todd and Berg",10,SAVE10,2023-11-14,2022-10-29,cf3db453-edf9-4302-8c49-5cf0b705f737,2982137665797,Cancelled,,,Average,,5.0,200
Jennifer Butler,Female,4,49.95,Vasquezmouth,Wisconsin,123-abc-7890,,79689,recent,,Rodriguez-Rose,5,DISCOUNT,2022-06-21,2022-06-17,7de80815-4692-4811-8b36-f1f6e4f084b6,4259963093475,Cancelled,,10.0,Good,no,,two hundred
Jillian Gillespie,,-5,,Robertside,Wyoming,856-497-7599x51016,,,street,Clothing,Woods and Sons,,SAVE10,2022-06-14,2023-05-22,a98dbc1d-ab02-4cb4-b9b9-39409d6a3527,0183553029602,Cancelled,,5.99,Average,,0.0,two hundred
Christopher Gardner,,2,20$,Phillipsstad,Georgia,9906915772,not-an-email,ABCDE,live,,"Huber, Rose and Gray",five,DISCOUNT,2022-08-29,2022-11-22,93dde3be-949b-4f30-947b-3438e5acb377,2325887141027,,PayPal,,,,,100
Douglas Banks,Men,4,,Vegabury,South Dakota,,,,information,Clothing,"Mcdonald, Jones and White",,12345,2023-06-20,2023-04-27,979d0e3a-b21e-4889-aea5-2009e1152385,9497015080652,Pending,,5.99,,,5.0,two hundred
Jason Allen,Women,,20$,Amberstad,Kentucky,,,93561,community,Food,Moore-Hoffman,five,12345,2023-01-03,2023-01-19,834f966a-cbca-4a89-a1e0-274a8b759c23,0746043681676,Cancelled,,,Average,0,5.0,
Charles Brown,Men,,-10,Matthewbury,Wyoming,,luis78@yahoo.com,,deep,Electronics,Browning-Jennings,10%,,2022-01-25,2022-03-15,6abf4486-85df-4dcb-bd74-8a27754bb65a,1387987933484,Cancelled,Credit Card,10.0,Average,0,,100
Diane Valencia,M,-5,,Lake David,West Virginia,,,,big,Other,Marshall Ltd,5,12345,2023-03-13,2023-08-26,55285422-ab0d-4d37-8eb2-16ac8d0bdf8f,8191060006353,Cancelled,,,,yes,10.0,
Jessica Clark,,5,0,East Russellborough,Florida,,,,decision,Clothing,"Gordon, Santos and Smith",,DISCOUNT,2022-10-20,2022-09-29,77a672c5-1ce4-4ae3-a199-15ffebee32df,2397735633596,,,0,Good,0,-1,100
Darrell Sims,M,4,100000,East Maryville,Ohio,4232439913,not-an-email,,more,Clothing,"Moreno, Martin and Brewer",,SAVE10,2023-02-08,2023-06-04,771211ed-f0c7-4953-adce-eac107005eb3,7655519792804,Cancelled,,10.0,,,,
Tina Daniels,M,5,19.99,Saraville,Minnesota,123-abc-7890,not-an-email,,discover,Clothing,Hall-Sharp,,SAVE10,2023-05-08,2024-03-22,53b6d198-1727-4445-bf28-cd78f8c83d63,5234219418515,Delivered,,0,,,,
Maria Rojas,,1,49.95,West Dana,South Dakota,,,28209,church,Food,"Merritt, Ramirez and Jensen",,DISCOUNT,2022-08-14,2022-08-23,7f6b7b9d-f54c-441b-9125-a037b46c1a93,0324229620475,,,0,,1,5.0,200
Douglas Jackson Jr.,Female,4,100000,Breannaland,New Mexico,,zjames@gonzalez.com,,fly,,"Mitchell, Silva and Harris",10%,DISCOUNT,2022-09-20,2022-02-26,5eae8f91-6b86-4ae6-95bb-d7a4b7f12ddf,5747833894127,,PayPal,free,Bad,,10.0,200
Edgar Hunt,Male,1,100000,East Jasonton,Indiana,(036)455-3429,not-an-email,,international,Clothing,"Proctor, Rios and Burns",5,SAVE10,2022-07-12,2024-08-03,bcad0095-1f34-477f-87f3-3bce29354e70,0038292262349,Cancelled,Bank Transfer,10.0,Bad,1,,200
Elizabeth Black,,three,,Kevinstad,Iowa,307.185.0503x97889,not-an-email,ABCDE,international,,"Lowe, Dominguez and Estrada",10,DISCOUNT,2023-12-08,2023-09-16,3c8ce818-2d39-48a9-8c90-860127fa18be,8949182379684,Pending,,10.0,Good,1,,
Thomas Brown,Male,-5,,South Lisa,Ohio,(515)333-8091,,ABCDE,wait,Other,Johnson-Briggs,five,,2023-09-30,2024-02-09,68416cbf-4980-45f1-913b-6111ec808907,2767395104987,Cancelled,Bank Transfer,,Average,yes,-1,200
Sean Moore,,,100000,Kristinafurt,Louisiana,,not-an-email,ABCDE,white,Food,"Hudson, Johnson and Pitts",,DISCOUNT,2023-05-02,2022-11-01,945160c7-02ef-4a4d-a8fc-55571bad6378,1941024001194,,PayPal,10.0,Average,yes,,
Alicia Keller,Male,1000,19.99,Port Thomasview,Ohio,111.970.1763x887,not-an-email,38127,none,Food,Davis Ltd,,DISCOUNT,2023-05-06,2022-12-29,1791db72-5752-43f1-8282-b98371bcd1a1,2182049054867,Pending,Bank Transfer,,,yes,10.0,
Kimberly Anderson,,3,49.95,Gordontown,Texas,(467)600-1260x39453,not-an-email,ABCDE,soon,Electronics,Murphy-Tucker,10%,12345,2023-06-06,2024-01-25,ab1d9327-6785-46df-8443-c63aa39ab699,9957025990995,Pending,Credit Card,,,0,0.0,200
Jessica Thomas,,three,19.99,Davisland,Michigan,,,,wind,Clothing,Ochoa-Fuller,5,12345,2022-06-07,2023-11-26,ce7fc2fa-5eae-47c7-a306-595330b45cc1,3466108188557,,,0,Good,,0.0,two hundred
Daniel Smith,Women,-5,-10,Barberville,Kentucky,(066)869-3394x827,,,foreign,,"Joyce, Barker and Harris",10,12345,2022-07-23,2024-06-19,9faa7280-a8df-46cd-beb5-3a2fde6a29d4,7354181819009,Pending,,0,Good,1,0.0,200
Amanda Rios,,2,0,Lake Christophershire,Kansas,123-abc-7890,shawn41@herrera.com,,next,Electronics,Carlson-Garcia,,,2022-04-09,2022-11-05,49f249c4-b946-4c48-a9d7-d0eaadf0fe3b,2782544733078,,Bank Transfer,free,Good,no,,two hundred
Jessica Zimmerman,,,,Michaelshire,South Carolina,,oharrison@hotmail.com,,nor,Clothing,Ward-Torres,,SAVE10,2023-04-19,2024-09-07,db89d408-4605-4337-a69b-7c696210ec7c,2809286975396,Cancelled,Credit Card,5.99,Bad,,,
Isaac Silva,Men,4,-10,New Kevinside,Arkansas,,,ABCDE,music,Clothing,"Swanson, Stewart and Charles",5,12345,2023-05-25,2022-04-07,c8047837-891a-4308-8f94-66cd22fd1c56,5776896890616,,PayPal,free,Bad,,0.0,100
Dean Swanson,Female,4,19.99,Lake Amymouth,Idaho,,,ABCDE,kid,Clothing,"Harrell, Schmidt and Solomon",five,DISCOUNT,2023-09-29,2023-01-10,904fa31b-e9ff-43f8-b564-eeaae35daa1e,7222612296579,,,free,Average,no,0.0,
Charles Young,M,4,0,East Terrichester,Tennessee,123-abc-7890,,ABCDE,rule,Clothing,"Roberts, Pierce and Chen",,,2023-04-15,2024-09-23,632f7c9c-ce2f-48fb-b419-a77e974d1e17,2785690829503,,Credit Card,5.99,Good,0,10.0,100
Leslie Henry,Female,three,,West Bradleyberg,Texas,(759)547-2615x892,duncantracy@yahoo.com,,become,Other,"King, Cuevas and Brown",five,DISCOUNT,2023-11-24,2022-08-25,1756dac6-342f-4138-b818-3c7c06bb29ac,8818665992583,,PayPal,10.0,Average,0,,
Adam Smith,Female,10,100000,Morenochester,Arkansas,,not-an-email,,sing,Other,Stewart-Rodgers,,DISCOUNT,2023-04-12,2022-09-22,5d80358a-f1d0-4d8f-bb90-875dd1af8f9d,4103488238623,Delivered,,,Average,,,200
Rachel Pham,Male,2,49.95,Victoriafort,Kansas,751.771.3061,david16@gmail.com,ABCDE,school,Electronics,Salas PLC,,,2023-09-21,2023-02-27,4d877298-205b-4355-b694-dabe86dcaf82,8221067382980,Delivered,Credit Card,free,,yes,5.0,100
Dr. Ryan Torres DDS,Male,4,20$,East Briantown,Indiana,,,,enter,Clothing,"Jones, Lara and Wright",10,,2022-02-24,2023-04-19,35b96884-43c3-4cc5-8a84-b7d73f8e9ea7,1529293590146,Delivered,,0,Average,no,,200
Jamie Castro,,,100000,Johnsonstad,Louisiana,,not-an-email,65939,moment,,Burgess Group,10,,2023-04-27,2024-12-28,a8d043cb-e78c-4137-92a0-5ae743a96d1d,5706694756937,Cancelled,PayPal,free,,0,10.0,
Elizabeth Davis,Men,10,,North Kerri,California,001-084-301-3221,,,budget,Clothing,"Hill, Cameron and Adams",10,SAVE10,2022-10-13,2024-03-17,46f9835a-232d-4f28-be46-7b480424fda7,7357866496724,,Credit Card,0,Average,0,-1,two hundred
Eric Murphy,Male,3,49.95,Port Edward,Idaho,,not-an-email,33064,international,Electronics,Edwards-James,five,12345,2022-02-26,2023-04-14,08d55da8-16c8-4c36-bfca-c74cf59ce6ec,5957108474569,Cancelled,Bank Transfer,,Good,no,,
Danielle Dougherty,M,3,19.99,Smithchester,South Dakota,123-abc-7890,,,seat,,"Murillo, Parker and Smith",10,,2022-07-02,2024-09-05,7e4b0884-7dda-45e1-ac62-f8fd2e5d8541,9306095958037,,Credit Card,free,Bad,,,two hundred
Tracey Ball,,1,20$,East Amyfurt,West Virginia,,katie23@gmail.com,,leave,Electronics,Torres Inc,5,12345,2023-05-21,2023-08-16,8a624bea-8b91-42ea-81b6-ed6be8d0d781,9615595608619,Pending,PayPal,10.0,Bad,no,5.0,100
Gerald White,Male,2,-10,West Brian,Georgia,123-abc-7890,not-an-email,ABCDE,finally,Other,Chandler-Barrera,5,,2023-05-27,2024-05-23,811a9d83-c0f4-490e-9f26-b1a3d95f1810,7785114100725,,,10.0,,1,,100
Sara Clark,Female,-5,20$,Lake Sarahshire,Delaware,113-500-1736x9557,choover@gmail.com,05747,give,Food,"Jones, Davis and Washington",5,,2023-08-22,2023-11-19,a244545e-6bbd-47e1-8c15-bbe773fd6c79,5019103962622,Delivered,Credit Card,10.0,,,5.0,
Ian Pineda,Female,three,100000,Lake Brendaberg,Vermont,,,ABCDE,wife,,Morris Group,10,,2022-12-21,2023-08-12,f0b4ed2b-a6ef-4413-a440-6d079dec025e,9553409663273,,,10.0,,0,-1,two hundred
Erin Harris,,3,100000,West Christineside,Wisconsin,617.464.8577,,,factor,Electronics,Roach-Silva,,,2022-12-18,2022-09-06,2fca330a-97b2-4623-abc6-510281d68d5e,0093178205902,,,,Good,yes,-1,200
Julie Gill,Male,1000,0,Port Evan,Nebraska,123-abc-7890,,,finish,Other,"Collins, Allen and Williamson",,,2022-10-04,2024-02-13,d1cd1098-d731-415c-80e9-f6fbf7a83c5d,0104935460936,Delivered,Credit Card,,,no,0.0,
Jessica Walker,F,,-10,East Joseview,Pennsylvania,123-abc-7890,,,road,Food,"Hobbs, Austin and Weeks",10%,,2023-07-29,2023-06-05,0f6a733d-6932-4386-a12c-a85fac9ecdfd,2025292686884,,Credit Card,,,,,
James Clayton,,1000,19.99,Kaylaville,New York,,,,value,Clothing,Sanders-Tapia,,12345,2023-12-11,2022-04-01,27a8646b-0c91-472f-8da1-362833bed1c2,6246908173604,,,5.99,Bad,yes,-1,100
Tonya Randolph,M,,-10,Arthurchester,Massachusetts,(247)958-5739x0624,not-an-email,,early,,Johnson PLC,,12345,2022-09-12,2024-03-08,7cc80915-3aed-4656-b84c-9ac0e7daf02c,6851887729171,Delivered,,5.99,Bad,,,100
Christine Stewart,,10,19.99,Lake James,Idaho,,,,option,,"Carrillo, Jones and Hernandez",10%,SAVE10,2022-05-05,2023-06-15,04be67d4-3974-4278-8e68-931b3481f948,2852940051912,Pending,Bank Transfer,10.0,,,-1,
Ashley Stein,,three,,West Robin,Vermont,,smithalbert@hobbs.com,,stay,Food,Wilson and Sons,five,DISCOUNT,2022-01-29,2024-09-03,1ee2d8e4-36d5-41d4-a609-16c7a246833a,2285939046406,Delivered,Bank Transfer,5.99,Average,1,,200
Rebecca Smith,F,5,49.95,Lake Michaelbury,Tennessee,540-649-7842,not-an-email,ABCDE,own,Food,"Moore, Riggs and Arnold",10,DISCOUNT,2022-01-16,2022-09-29,1d4e3b00-2dfa-42f9-aa7f-7acd59323034,1806795746234,,,10.0,,1,-1,
David Owens,F,,-10,Port Lisaview,Wisconsin,+1-303-486-2456x41846,nicholas31@nelson.com,,hear,,Roberson Ltd,,,2023-06-02,2023-09-24,e8dbc2e6-12ff-447b-a6f3-b81294abd351,7604798293625,,Bank Transfer,5.99,,,5.0,100
Patricia Wilson,,3,-10,Tiffanytown,Louisiana,123-abc-7890,,,artist,Electronics,"Snow, Mcintosh and Klein",5,,2023-11-21,2022-10-29,0812509a-a4f1-4d60-aa58-b35019de6e6d,6492701289701,Pending,PayPal,,Average,yes,10.0,100
Austin Wright,F,2,19.99,Hollychester,Wisconsin,001-333-866-3907x890,not-an-email,,trial,Clothing,Martinez-Dalton,10%,,2022-12-28,2022-01-15,0ad2b33d-f427-4b84-ba5e-5cbd758e1726,1383875138771,,Bank Transfer,0,Bad,yes,,
Katherine Orozco,,2,0,Mercerbury,Oregon,,,98608,authority,,Floyd Inc,10%,,2023-06-06,2024-10-20,804c92d8-cf6d-4e54-a5d2-7f5283507842,9602868251221,Cancelled,,10.0,,1,10.0,100
Kim Tate,Male,,-10,Jenniferfort,Virginia,,steven53@ruiz.org,,boy,,Johnson and Sons,5,DISCOUNT,2022-06-10,2022-03-27,29e0b0cc-4346-405d-9a9c-c9026bf9d64a,7871384776781,,,free,Good,no,-1,200
Elaine Kennedy,Women,,-10,Matthewmouth,Wyoming,,charlespotts@davila.net,,almost,,Ross PLC,10%,SAVE10,2022-03-28,2023-12-18,75b42d8b-9989-464e-9a3f-30f1da61a5c8,6371743322136,Delivered,PayPal,free,Average,,0.0,200
Mary Murray,Women,1,49.95,South Jessicashire,Iowa,123-abc-7890,xhansen@yahoo.com,,first,Other,Gardner LLC,,,2023-03-28,2022-11-27,1020eb4d-7622-4b62-ac69-dd68393adfac,4228230577369,Pending,,,,1,,200
Jessica Edwards,,-5,49.95,Robertfurt,Louisiana,,wstevens@gmail.com,,cut,Other,Pena-Scott,10,,2023-08-30,2022-03-27,67d460fc-c581-49a1-8d88-2ae1cbcbc00b,4838731365695,Delivered,Bank Transfer,5.99,Good,,10.0,200
Aaron Robbins,,1,20$,Waltersmouth,Delaware,123-abc-7890,,ABCDE,article,,Johnson-Buck,5,,2023-12-19,2024-10-21,c770d502-33d9-4b08-9951-6141dd4dafc4,9976691046683,,PayPal,,Good,1,-1,200
Susan Johnson,F,,20$,Macdonaldstad,Alaska,,not-an-email,44478,affect,Clothing,"Galloway, Miles and Giles",,DISCOUNT,2022-09-01,2023-11-16,a2a9cd0e-f028-432c-ae9b-b4e6e25bcae0,1830749375447,Pending,PayPal,free,,0,-1,100
John Stone,M,3,49.95,North Clayton,Vermont,(138)269-7823x55816,,,door,Electronics,Marks Inc,,,2022-02-27,2022-10-22,095391aa-fd53-4c6b-93a3-4826b0b6f96e,2813762920510,Delivered,Bank Transfer,0,Bad,,,
Levi Dean,,1,19.99,Lopezshire,New York,,,ABCDE,thing,,"Morales, Santiago and Swanson",10,,2023-10-30,2023-10-28,bff3f080-e997-4907-8974-575f5e4fa447,5764827647040,,PayPal,,,,5.0,
Marcus Scott,Female,10,100000,South Nancy,Virginia,,,,Republican,,Osborne-Stevenson,five,12345,2022-08-01,2022-03-13,5dd343d2-90fe-4c57-98b1-9503ede267df,9522144279551,Cancelled,Credit Card,0,Average,1,,
Heather Williams,Male,3,0,South Melodymouth,Pennsylvania,,not-an-email,,thing,Electronics,"Smith, Haynes and Marshall",,,2023-05-29,2024-10-04,82c5d27a-592f-4b60-add3-82ae7b181258,1470556613877,,Bank Transfer,10.0,Bad,0,10.0,
Heather Vasquez,Women,2,-10,Abbottville,Alaska,617-059-4674x65536,kristina73@weber-allen.com,,task,Food,"Walter, Farley and Hampton",10,,2023-03-09,2023-06-14,9b4de5ad-83c7-431c-b942-99fe140fd521,7589653850642,Delivered,Credit Card,,,,,two hundred
Bryan Payne MD,,3,,Sharonfort,Minnesota,3773155096,not-an-email,,computer,,Johnson-Jackson,10,,2023-07-31,2024-10-03,ebf0b57a-a096-4336-9df8-a2f2cb78e623,0624345794365,Pending,,,,0,,100
Regina Martin,M,5,,Marymouth,Iowa,123-abc-7890,not-an-email,09991,song,Clothing,"Guerrero, Wolfe and Stewart",,,2023-10-30,2023-08-15,1feb3792-0fb4-470f-af95-e0991c7f7a5f,0222437470977,,PayPal,5.99,Average,1,,100
Whitney Page,,1,0,Tylerside,Ohio,001-834-401-8477x07747,,55047,bag,Electronics,"Cline, Munoz and Cooper",5,DISCOUNT,2023-12-31,2024-10-13,bfcbb97f-43a7-4e3b-9348-2bc7966d00e2,6140526082266,,PayPal,10.0,Good,1,,
James Strong,F,,,Wrightview,Washington,,,37075,those,,"Jackson, Harris and Owens",,DISCOUNT,2023-04-24,2023-02-24,d5c13868-65a3-45a9-b8e4-f467bdd1e1db,5082369376601,Pending,Bank Transfer,0,Good,yes,0.0,200
Joshua Nelson,Men,-5,19.99,South Michael,Florida,123-abc-7890,not-an-email,,business,Other,Bennett LLC,5,,2023-05-06,2022-12-20,5844b217-a0ae-49a2-9813-c4f94238b54e,1031981693423,,PayPal,,Bad,0,0.0,200
Thomas Richards,Women,,100000,Tiffanyfurt,Texas,001-798-506-3243x79958,,47003,none,Other,"Russell, Norris and Hopkins",,DISCOUNT,2023-01-23,2023-08-25,1ceeab4b-30a7-4810-827f-77b12d5de78d,4879122192285,,,,Bad,no,,
John English,Male,,0,Douglaston,Massachusetts,123-abc-7890,,12583,consumer,,"Estrada, Wilson and Padilla",five,DISCOUNT,2023-07-04,2022-03-05,195184cd-2451-4aa4-9b62-c5a235edeb08,8256085516147,Cancelled,Bank Transfer,free,,yes,10.0,100
Aaron Hawkins,Male,5,,Port Jacobbury,Delaware,,not-an-email,,identify,Electronics,Leonard LLC,10,DISCOUNT,2022-01-21,2023-11-09,57bc641d-9455-4e67-ad80-0044a138f6ca,1543898997360,,,0,Average,1,0.0,two hundred
Michelle Montes,M,-5,,Johntown,Kentucky,,,ABCDE,movie,,"Chambers, Ramirez and Stevens",,12345,2022-05-15,2022-05-27,dcd47956-62c1-425b-93c0-78374dcc6206,6896535404529,,,5.99,,,,two hundred
Tanya Solis,F,-5,-10,Daltonview,Utah,,,,huge,Food,"Valentine, Morgan and Miranda",five,12345,2023-09-03,2024-05-01,8a6d5b25-9661-419c-ac50-8eb2175b07c5,5350961201011,,Credit Card,,Bad,,,
John Larsen,Women,three,,Comptonview,Missouri,,not-an-email,,compare,Other,Murray-Potts,5,12345,2022-10-14,2024-11-22,bd3e6324-f30d-46a4-bb85-cb75076399b9,4003974324260,Delivered,Credit Card,,Good,,,200
Sara Castro,Women,-5,49.95,Port Grant,Arkansas,,not-an-email,10958,value,Clothing,Allen-Clark,five,,2023-12-23,2023-06-26,2bf47ab5-ad8d-4f86-9110-ea0e10c8d30d,7166378489151,Delivered,PayPal,0,,,,
Jose Nelson,M,4,,Markhaven,New Mexico,,stricklandyvonne@lee-pearson.com,06203,pattern,Food,"Dunn, Lindsey and Calderon",five,SAVE10,2022-03-19,2024-04-04,46ad3a1d-e33e-4fb8-9eed-638d6660c837,5269794339498,Cancelled,Bank Transfer,5.99,,yes,5.0,
Dennis Davis,Women,,20$,Vaughanmouth,Nebraska,,,ABCDE,performance,Electronics,Wong-Garrett,5,,2022-03-16,2022-08-08,63624fb3-cc83-42af-b7a3-dac9a2379cb6,2991801148658,,PayPal,,,yes,5.0,two hundred
Andrew Powell,Male,3,-10,East Steven,Montana,,,ABCDE,I,Other,Krueger-Walls,10,DISCOUNT,2023-09-10,2023-04-26,46d4e520-0fd0-4def-a621-32e1a1129898,1071055858488,Delivered,Bank Transfer,10.0,Average,1,5.0,100
James Williams,M,1000,49.95,New Marieville,Connecticut,,,37593,management,Other,Lee Ltd,10%,DISCOUNT,2023-10-13,2022-02-09,63f4ab8d-9f3c-4f1b-b485-abba2a886ea8,3663777690910,Cancelled,Credit Card,0,Good,1,10.0,
Russell Craig,Men,3,-10,East Antonioborough,Hawaii,123-abc-7890,,,body,Clothing,Hamilton Inc,10,SAVE10,2022-12-17,2024-03-29,dfed2f23-ca06-4709-97de-851bb1f8cef2,7760146977477,Pending,Bank Transfer,,,1,,100
Patricia Graham,Male,2,49.95,Lake Nicholasview,Mississippi,,,ABCDE,newspaper,,Munoz PLC,5,,2022-03-30,2024-02-29,03edfbf2-dc64-4d8a-a3a4-e64720eca9e3,0557951544379,,Bank Transfer,,Bad,0,5.0,200
Heather Blanchard,,4,100000,South Christine,Nevada,123-abc-7890,,,ready,Electronics,James and Sons,10%,SAVE10,2023-11-24,2024-02-12,17ab6cfc-580c-4611-9940-dd8177b48497,4259757845075,Pending,Bank Transfer,5.99,Good,no,,two hundred
Jennifer Haney,Male,three,0,Richardstad,Oklahoma,123-abc-7890,,,laugh,,"Hudson, Hensley and Gross",10%,SAVE10,2022-06-09,2023-04-11,bddcafd5-9ce9-4f94-8cc8-8d1b6edb6a31,1470058710029,,,10.0,Average,no,-1,100
Erin Weaver,Male,1,-10,Palmerborough,Connecticut,123-abc-7890,,,more,,"Reed, Smith and Quinn",5,DISCOUNT,2023-02-21,2023-08-04,fe813700-bede-4922-bad6-efeda2c3196f,0954127026491,,,,Bad,yes,-1,100
George Carey,Male,-5,-10,East Raymondmouth,Ohio,001-468-035-2351,christina77@hotmail.com,51339,three,Food,Flynn-Brown,10%,SAVE10,2022-03-04,2023-09-23,e96a2197-b25a-4267-8e06-1c33f608c801,8745270218800,,,5.99,,0,,
Tamara Robinson,Men,2,,Stacymouth,Indiana,,not-an-email,ABCDE,seek,,"Flores, Robles and Joseph",five,,2022-11-27,2024-07-22,8147a61c-a688-4aae-8c34-8d995611fb7d,1774348552093,Delivered,Bank Transfer,,Bad,,,
Grant Love,,2,,South Erin,New Mexico,483-614-8397x3984,,,decision,Clothing,"Blevins, Vega and Hart",,SAVE10,2022-06-19,2023-06-10,c22a5067-f601-4e58-b08f-69d770ae04fe,1622026458147,,,5.99,,no,0.0,
Robert Nelson,,4,0,Denisechester,Missouri,,pamelasmith@mckenzie.com,ABCDE,lay,Other,Cooper-Higgins,,,2022-10-18,2022-09-06,3aa718b1-be86-45ec-8edb-8f0079b83c36,8273963760423,,Credit Card,,Good,no,10.0,
Bradley Martinez,F,5,,New Amyborough,New Hampshire,,,,son,Other,Levine-Steele,10,DISCOUNT,2022-04-13,2022-02-27,b0155cb5-36ef-4568-a1af-ac651763677d,6425223010829,,,5.99,,1,0.0,two hundred
Cynthia Hill,F,5,-10,Cartermouth,Ohio,123-abc-7890,jeffreyward@hotmail.com,ABCDE,network,Food,Torres-Rodriguez,,,2023-10-22,2024-07-10,d7fef5c2-1740-4951-bfb6-5421f07e5527,5995785092829,,Bank Transfer,5.99,Average,,-1,two hundred
Matthew Williams,M,1000,,Charlesfort,Arizona,(712)292-7013x7354,charles51@hotmail.com,,thus,Clothing,Weiss-Moreno,,12345,2022-01-30,2022-04-07,6ff3ce28-f4d4-4e84-80c2-e05bb3ba9a33,7277519196545,,Credit Card,10.0,Average,0,-1,
